,mpl_hostname,mpl_letter,mst_metratio,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_massj,mpl_radj,mpl_dens,mpl_eqt,mpl_insol,mst_teff,mst_mass,mst_rad,mst_age,mst_lum,mpl_status
3313,Kepler-1325,b,[Fe/H],Transit,1,33.8786838,,,,,0.255,,,,5550.0,0.93,0.91,4.79,,3
3314,Kepler-1326,b,[Fe/H],Transit,1,42.3514267,,,,,0.373,,,,6725.0,1.45,1.74,1.7,,3
3315,Kepler-1327,b,[Fe/H],Transit,1,14.88801098,,,,,0.161,,,,5885.0,1.02,1.03,4.07,,3
3316,Kepler-1328,b,[Fe/H],Transit,1,4.52158888,,,,,0.087,,,,5780.0,1.0,0.99,4.57,,3
3317,Kepler-403,d,[Fe/H],Transit,3,13.61159129,,,,,0.127,,,,6209.0,1.25,1.45,3.09,,3
3318,Kepler-975,b,[Fe/H],Transit,1,1.97034246,,,,,0.132,,,,4897.0,0.8,0.75,3.89,,3
3319,Kepler-976,b,[Fe/H],Transit,1,105.9564148,,,,,0.353,,,,5232.0,0.87,0.83,4.68,,3
3320,Kepler-977,b,[Fe/H],Transit,1,26.85328322,,,,,0.234,,,,5315.0,0.87,0.83,4.57,,3
3321,Kepler-978,b,[Fe/H],Transit,1,49.6221509,,,,,0.267,,,,6002.0,1.07,1.09,3.63,,3
3322,Kepler-979,b,[Fe/H],Transit,1,8.0880135,,,,,0.243,,,,5310.0,0.87,0.83,4.57,,3
3323,Kepler-980,b,[Fe/H],Transit,1,11.55102504,,,,,0.238,,,,5935.0,1.05,1.06,3.55,,3
3324,Kepler-981,b,[Fe/H],Transit,1,4.46975774,,,,,0.206,,,,5718.0,0.98,0.96,4.07,,3
3325,Kepler-982,b,[Fe/H],Transit,1,15.7738221,,,,,0.201,,,,6139.0,1.16,1.29,3.55,,3
3326,Kepler-1093,c,[Fe/H],Transit,2,89.722292,,,,,0.175,,,,6166.0,1.13,1.2,2.95,,3
3327,Kepler-1094,b,[Fe/H],Transit,1,78.1000231,,,,,0.284,,,,6112.0,1.14,1.21,3.09,,3
3328,Kepler-1095,b,[Fe/H],Transit,1,4.27103091,,,,,0.108,,,,5658.0,0.94,0.92,4.47,,3
3329,Kepler-1096,b,[Fe/H],Transit,1,2.89221751,,,,,0.111,,,,4306.0,0.66,0.63,3.8,,3
3330,Kepler-1097,b,[Fe/H],Transit,1,187.747029,,,,,0.291,,,,5211.0,0.82,0.79,4.9,,3
3331,Kepler-1098,b,[Fe/H],Transit,1,2.54307286,,,,,0.116,,,,5794.0,0.99,0.99,3.98,,3
3332,Kepler-1099,b,[Fe/H],Transit,1,2.16845259,,,,,0.252,,,,5837.0,1.01,1.0,3.63,,3
3333,Kepler-1100,b,[Fe/H],Transit,1,6.42200058,,,,,0.156,,,,6247.0,1.21,1.34,2.69,,3
3334,Kepler-1218,b,[Fe/H],Transit,1,22.9221266,,,,,0.128,,,,5986.0,1.06,1.1,3.8,,3
3335,Kepler-1219,b,[Fe/H],Transit,1,16.10467749,,,,,0.189,,,,5944.0,1.25,1.94,4.37,,3
3336,Kepler-1220,b,[Fe/H],Transit,1,7.42693741,,,,,0.136,,,,5842.0,1.0,0.99,3.63,,3
3337,Kepler-1221,b,[Fe/H],Transit,1,12.00096042,,,,,0.168,,,,5194.0,0.87,0.82,4.57,,3
3338,Kepler-1222,b,[Fe/H],Transit,1,1.91694425,,,,,0.07,,,,5239.0,0.84,0.8,4.37,,3
3339,Kepler-1223,b,[Fe/H],Transit,1,16.301259,,,,,0.109,,,,4870.0,0.8,0.75,3.63,,3
3340,Kepler-1224,b,[Fe/H],Transit,1,13.32351601,,,,,0.119,,,,6155.0,1.18,1.22,2.34,,3
3341,Kepler-1225,b,[Fe/H],Transit,1,7.01075434,,,,,0.162,,,,6140.0,1.13,1.19,3.02,,3
3342,Kepler-1336,c,[Fe/H],Transit,2,5.77721211,,,,,0.153,,,,5512.0,0.94,1.3,12.3,,3
3343,Kepler-1337,b,[Fe/H],Transit,1,24.4002549,,,,,0.215,,,,4523.0,0.7,0.67,4.27,,3
3344,Kepler-1338,b,[Fe/H],Transit,1,0.93511806,,,,,0.082,,,,5909.0,1.04,1.05,3.8,,3
3345,Kepler-1339,b,[Fe/H],Transit,1,1.34155513,,,,,0.063,,,,5586.0,0.94,0.93,5.62,,3
3346,Kepler-1340,b,[Fe/H],Transit,1,0.66502692,,,,,0.138,,,,6331.0,1.27,1.42,2.4,,3
3347,Kepler-1341,b,[Fe/H],Transit,1,132.9968322,,,,,0.267,,,,4662.0,0.79,0.72,1.82,,3
3348,Kepler-1342,b,[Fe/H],Transit,1,2.21571036,,,,,0.148,,,,5527.0,0.93,0.9,4.37,,3
3349,Kepler-1343,b,[Fe/H],Transit,1,3.35183158,,,,,0.172,,,,5759.0,0.95,0.93,3.98,,3
3350,Kepler-983,b,[Fe/H],Transit,1,60.0855082,,,,,0.211,,,,6052.0,1.13,1.08,1.41,,3
3351,Kepler-984,b,[Fe/H],Transit,1,43.0342272,,,,,0.189,,,,5610.0,0.96,0.93,3.98,,3
3352,Kepler-985,b,[Fe/H],Transit,1,116.331901,,,,,0.266,,,,5434.0,0.91,0.85,3.39,,3
3353,Kepler-986,b,[Fe/H],Transit,1,56.4349938,,,,,0.211,,,,5642.0,0.96,0.98,6.17,,3
3354,Kepler-987,b,[Fe/H],Transit,1,105.3033148,,,,,0.291,,,,5637.0,0.97,0.91,2.45,,3
3355,Kepler-988,b,[Fe/H],Transit,1,17.76080053,,,,,0.185,,,,4005.0,0.55,0.53,3.16,,3
3356,Kepler-989,b,[Fe/H],Transit,1,7.96431535,,,,,0.197,,,,5074.0,0.82,0.78,4.68,,3
3357,Kepler-990,b,[Fe/H],Transit,2,9.91723428,,,,,0.232,,,,5948.0,1.05,1.08,3.55,,3
3358,Kepler-1101,b,[Fe/H],Transit,1,81.3151059,,,,,0.22,,,,5614.0,0.94,0.91,4.27,,3
3359,Kepler-1102,b,[Fe/H],Transit,1,51.3285623,,,,,0.237,,,,5724.0,0.96,0.94,4.37,,3
3360,Kepler-1103,b,[Fe/H],Transit,1,19.79191978,,,,,0.203,,,,6092.0,1.11,1.15,3.31,,3
3361,Kepler-1104,b,[Fe/H],Transit,1,5.03728015,,,,,0.11,,,,6417.0,1.3,1.41,2.04,,3
3362,Kepler-1105,b,[Fe/H],Transit,1,4.42157218,,,,,0.179,,,,4299.0,0.71,0.68,8.71,,3
3363,Kepler-1106,b,[Fe/H],Transit,1,1.25275217,,,,,0.147,,,,6104.0,1.11,1.17,3.09,,3
3364,Kepler-1107,b,[Fe/H],Transit,1,0.57103852,,,,,0.12,,,,5268.0,0.86,0.82,4.47,,3
3365,Kepler-1108,b,[Fe/H],Transit,1,4.51005748,,,,,0.13,,,,5406.0,0.88,0.84,4.17,,3
3366,Kepler-1226,b,[Fe/H],Transit,1,17.2923453,,,,,0.129,,,,5923.0,1.02,1.02,3.72,,3
3367,Kepler-1227,b,[Fe/H],Transit,1,94.2887577,,,,,0.204,,,,5747.0,0.97,0.95,4.17,,3
3368,Kepler-1228,b,[Fe/H],Transit,1,0.57736958,,,,,0.137,,,,5063.0,0.78,0.74,5.13,,3
3369,Kepler-1229,b,[Fe/H],Transit,1,86.828989,,,,,0.125,,,,3784.0,0.54,0.51,3.72,,3
3370,Kepler-1230,b,[Fe/H],Transit,1,9.95661537,,,,,0.242,,,,5961.0,1.06,1.08,3.47,,3
3371,Kepler-1231,b,[Fe/H],Transit,1,10.41725184,,,,,0.127,,,,5778.0,1.01,1.0,4.17,,3
3372,Kepler-1232,b,[Fe/H],Transit,1,26.7839183,,,,,0.172,,,,5471.0,0.92,0.89,4.79,,3
3373,Kepler-1233,b,[Fe/H],Transit,1,45.1263042,,,,,0.232,,,,6198.0,1.16,1.25,2.88,,3
3374,Kepler-1351,b,[Fe/H],Transit,1,0.91614077,,,,,0.058,,,,4439.0,0.7,0.67,4.17,,3
3375,Kepler-1352,b,[Fe/H],Transit,1,1.87788275,,,,,0.079,,,,6118.0,1.11,1.16,3.16,,3
3376,Kepler-1353,b,[Fe/H],Transit,1,24.7543966,,,,,0.161,,,,4776.0,0.76,0.72,4.68,,3
3377,Kepler-1354,b,[Fe/H],Transit,1,76.613377,,,,,0.265,,,,6168.0,1.16,1.24,2.95,,3
3378,Kepler-1355,b,[Fe/H],Transit,1,1.28958811,,,,,0.13,,,,5352.0,0.88,0.83,4.27,,3
3379,Kepler-1356,b,[Fe/H],Transit,1,0.63400294,,,,,0.136,,,,5106.0,0.82,0.78,4.9,,3
3380,Kepler-1357,b,[Fe/H],Transit,1,3.0091324,,,,,0.114,,,,5597.0,0.93,0.9,4.57,,3
3381,Kepler-1358,b,[Fe/H],Transit,1,7.06317341,,,,,0.1,,,,5181.0,0.82,0.79,5.13,,3
3382,Kepler-990,c,[Fe/H],Transit,2,0.53835431,,,,,0.136,,,,5948.0,1.05,1.08,3.55,,3
3383,Kepler-991,b,[Fe/H],Transit,1,82.5342519,,,,,0.227,,,,4392.0,0.64,0.61,3.47,,3
3384,Kepler-992,b,[Fe/H],Transit,1,20.16034462,,,,,0.145,,,,4944.0,0.8,0.74,3.02,,3
3385,Kepler-993,b,[Fe/H],Transit,1,22.08557563,,,,,0.265,,,,3843.0,0.57,0.54,3.89,,3
3386,Kepler-994,b,[Fe/H],Transit,1,1.15116651,,,,,0.143,,,,3934.0,0.56,0.54,3.24,,3
3387,Kepler-995,b,[Fe/H],Transit,1,28.26731672,,,,,0.241,,,,5206.0,0.83,0.8,5.01,,3
3388,Kepler-996,b,[Fe/H],Transit,1,3.77059058,,,,,0.177,,,,6014.0,1.09,1.14,3.63,,3
3389,Kepler-997,b,[Fe/H],Transit,1,2.70730672,,,,,0.121,,,,6150.0,1.22,1.56,3.63,,3
3390,Kepler-1109,b,[Fe/H],Transit,1,37.6467384,,,,,0.195,,,,5893.0,1.05,1.06,3.8,,3
3391,Kepler-1110,b,[Fe/H],Transit,1,9.69312032,,,,,0.237,,,,4781.0,0.73,0.7,4.79,,3
3392,Kepler-1111,b,[Fe/H],Transit,1,8.79617863,,,,,0.178,,,,6077.0,1.1,1.15,3.16,,3
3393,Kepler-1112,b,[Fe/H],Transit,1,14.36267939,,,,,0.269,,,,6496.0,1.34,1.54,2.09,,3
3394,Kepler-1113,b,[Fe/H],Transit,1,42.3004954,,,,,0.251,,,,5931.0,1.12,1.17,3.55,,3
3395,Kepler-1114,b,[Fe/H],Transit,1,14.97435694,,,,,0.12,,,,5374.0,0.87,0.83,4.27,,3
3396,Kepler-1115,b,[Fe/H],Transit,1,23.5540725,,,,,0.152,,,,8480.0,1.6,1.73,1.12,,3
3397,Kepler-1116,b,[Fe/H],Transit,1,41.6977827,,,,,0.227,,,,5641.0,0.95,0.93,4.9,,3
3398,Kepler-1234,b,[Fe/H],Transit,1,11.94014029,,,,,0.251,,,,4967.0,0.8,0.76,4.37,,3
3399,Kepler-1235,b,[Fe/H],Transit,1,4.16055856,,,,,0.07,,,,5541.0,0.93,0.9,4.57,,3
3400,Kepler-1236,b,[Fe/H],Transit,1,31.0571618,,,,,0.191,,,,5337.0,0.86,0.82,4.07,,3
3401,Kepler-1237,b,[Fe/H],Transit,1,84.5733226,,,,,0.255,,,,5472.0,0.94,0.9,4.57,,3
3402,Kepler-1238,b,[Fe/H],Transit,1,4.14787559,,,,,0.172,,,,6386.0,1.3,1.48,2.14,,3
3403,Kepler-1239,b,[Fe/H],Transit,1,5.19104016,,,,,0.259,,,,6564.0,1.4,1.57,1.62,,3
3404,Kepler-1240,b,[Fe/H],Transit,1,4.8663815,,,,,0.103,,,,5682.0,0.98,0.96,4.07,,3
3405,Kepler-1241,b,[Fe/H],Transit,1,18.5525701,,,,,0.235,,,,5261.0,0.84,0.8,4.68,,3
3406,Kepler-1329,b,[Fe/H],Transit,1,9.33646594,,,,,0.194,,,,4500.0,0.72,0.69,5.62,,3
3407,Kepler-1330,b,[Fe/H],Transit,1,10.10769068,,,,,0.147,,,,5608.0,0.97,0.94,4.9,,3
3408,Kepler-1331,b,[Fe/H],Transit,1,0.78916165,,,,,0.094,,,,4508.0,0.72,0.69,4.17,,3
3409,Kepler-1332,b,[Fe/H],Transit,1,11.87456832,,,,,0.122,,,,5581.0,0.95,0.9,3.24,,3
3410,Kepler-1333,b,[Fe/H],Transit,1,109.6471842,,,,,0.251,,,,5628.0,0.94,0.92,4.57,,3
3411,Kepler-1334,b,[Fe/H],Transit,1,15.64591713,,,,,0.204,,,,5614.0,0.94,0.91,4.27,,3
3412,Kepler-1335,b,[Fe/H],Transit,1,6.26406846,,,,,0.129,,,,4903.0,0.77,0.74,4.9,,3
3413,Kepler-1336,b,[Fe/H],Transit,2,23.198681,,,,,0.177,,,,5512.0,0.94,1.3,12.3,,3
3414,Kepler-998,b,[Fe/H],Transit,1,5.65377733,,,,,0.207,,,,6058.0,1.12,1.18,3.31,,3
3415,Kepler-999,b,[Fe/H],Transit,1,5.99185702,,,,,0.209,,,,6237.0,1.29,1.65,3.09,,3
3416,Kepler-1000,b,[Fe/H],Transit,1,120.0181272,,,,,0.425,,,,6453.0,1.4,1.51,1.26,,3
3417,Kepler-1001,b,[Fe/H],Transit,1,14.30511983,,,,,0.281,,,,5491.0,0.9,0.88,4.68,,3
3418,Kepler-1002,b,[Fe/H],Transit,1,4.33642933,,,,,0.153,,,,6144.0,1.22,1.57,4.07,,3
3419,Kepler-1003,b,[Fe/H],Transit,1,3.55485691,,,,,0.159,,,,6109.0,1.11,1.17,3.16,,3
3420,Kepler-1004,b,[Fe/H],Transit,1,5.28789787,,,,,0.56,,,,4972.0,1.11,3.39,7.76,,3
3421,Kepler-1005,b,[Fe/H],Transit,1,6.49801525,,,,,0.134,,,,5782.0,1.0,1.06,6.17,,3
3422,Kepler-1117,b,[Fe/H],Transit,1,4.79028459,,,,,0.099,,,,5612.0,0.95,0.93,4.27,,3
3423,Kepler-1118,b,[Fe/H],Transit,1,38.6715075,,,,,0.244,,,,5688.0,0.96,0.97,4.07,,3
3424,Kepler-1119,b,[Fe/H],Transit,1,8.3265153,,,,,0.171,,,,6083.0,1.11,1.17,3.09,,3
3425,Kepler-1120,b,[Fe/H],Transit,1,2.94902905,,,,,0.123,,,,4904.0,0.78,0.74,4.68,,3
3426,Kepler-1121,b,[Fe/H],Transit,1,13.15141081,,,,,0.17,,,,6231.0,1.29,1.59,3.02,,3
3427,Kepler-1122,b,[Fe/H],Transit,1,42.1917357,,,,,0.182,,,,5544.0,0.92,0.89,4.68,,3
3428,Kepler-1123,b,[Fe/H],Transit,1,4.33946454,,,,,0.149,,,,5500.0,0.93,0.9,5.13,,3
3429,Kepler-1124,b,[Fe/H],Transit,1,2.85234897,,,,,0.114,,,,3658.0,0.35,0.34,3.39,,3
3430,Kepler-1242,b,[Fe/H],Transit,1,13.62798432,,,,,0.202,,,,4895.0,0.77,0.74,5.62,,3
3431,Kepler-1243,b,[Fe/H],Transit,1,16.8320729,,,,,0.156,,,,5667.0,0.96,0.94,4.37,,3
3432,Kepler-1244,b,[Fe/H],Transit,1,3.70428172,,,,,0.12,,,,6680.0,1.46,1.77,1.7,,3
3433,Kepler-1245,b,[Fe/H],Transit,2,4.35409304,,,,,0.128,,,,5306.0,0.86,0.83,4.57,,3
3434,Kepler-1245,c,[Fe/H],Transit,2,2.93658468,,,,,0.128,,,,5306.0,0.86,0.83,4.57,,3
3435,Kepler-1246,b,[Fe/H],Transit,1,11.32271513,,,,,0.121,,,,4611.0,0.73,0.69,3.89,,3
3436,Kepler-1247,b,[Fe/H],Transit,1,13.71220213,,,,,0.208,,,,5303.0,0.86,0.82,4.68,,3
3437,Kepler-1248,b,[Fe/H],Transit,1,7.46725407,,,,,0.105,,,,6149.0,1.21,1.21,1.51,,3
3438,Kepler-888,b,[Fe/H],Transit,1,70.6979061,,,,,0.157,,,,5875.0,0.97,0.9,1.48,,3
3439,Kepler-889,b,[Fe/H],Transit,1,3.744439,,,,,0.097,,,,5961.0,1.14,1.25,3.98,,3
3440,Kepler-890,b,[Fe/H],Transit,1,52.75875577,,,,,0.793,,,,5954.0,1.09,1.13,3.63,,3
3441,Kepler-304,e,[Fe/H],Transit,4,1.49914695,,,,,0.107,,,,4817.0,0.8,0.73,2.09,,3
3442,Kepler-891,b,[Fe/H],Transit,1,53.44945593,,,,,0.572,,,,5887.0,1.06,1.07,3.55,,3
3443,Kepler-892,b,[Fe/H],Transit,1,13.7521072,,,,,0.251,,,,4747.0,0.75,0.72,5.01,,3
3444,Kepler-893,b,[Fe/H],Transit,1,6.33855761,,,,,0.27,,,,5820.0,1.0,0.99,3.8,,3
3445,Kepler-894,b,[Fe/H],Transit,1,9.803224,,,,,0.248,,,,5603.0,0.87,0.85,4.27,,3
3446,Kepler-1006,b,[Fe/H],Transit,1,19.76172042,,,,,0.137,,,,5328.0,0.78,0.74,4.27,,3
3447,Kepler-1007,b,[Fe/H],Transit,1,5.18500207,,,,,0.128,,,,4587.0,0.73,0.7,4.17,,3
3448,Kepler-1008,b,[Fe/H],Transit,1,12.43931193,,,,,0.114,,,,5066.0,0.81,0.78,6.76,,3
3449,Kepler-1009,b,[Fe/H],Transit,1,11.35011917,,,,,0.194,,,,4027.0,0.59,0.57,3.16,,3
3450,Kepler-1010,b,[Fe/H],Transit,1,34.2685705,,,,,0.207,,,,5253.0,0.86,0.82,4.79,,3
3451,Kepler-1011,b,[Fe/H],Transit,1,5.75322197,,,,,0.256,,,,5416.0,0.91,0.88,4.47,,3
3452,Kepler-1012,b,[Fe/H],Transit,1,5.50860439,,,,,0.115,,,,5556.0,0.95,0.91,3.72,,3
3453,Kepler-1013,b,[Fe/H],Transit,1,18.93054959,,,,,0.192,,,,4954.0,0.81,0.76,4.27,,3
3454,Kepler-1125,b,[Fe/H],Transit,1,17.6700642,,,,,0.164,,,,5683.0,0.95,0.94,4.17,,3
3455,Kepler-1126,b,[Fe/H],Transit,1,108.593329,,,,,0.154,,,,5798.0,0.92,0.93,5.5,,3
3456,Kepler-1127,b,[Fe/H],Transit,1,5.12330347,,,,,0.175,,,,5664.0,0.97,0.95,4.37,,3
3457,Kepler-1128,b,[Fe/H],Transit,1,61.6178167,,,,,0.326,,,,5543.0,0.94,0.91,4.57,,3
3458,Kepler-1129,b,[Fe/H],Transit,2,24.3397804,,,,,0.264,,,,5831.0,1.0,1.0,4.07,,3
3459,Kepler-1129,c,[Fe/H],Transit,2,76.5369586,,,,,0.244,,,,5831.0,1.0,1.0,4.07,,3
3460,Kepler-1130,b,[Fe/H],Transit,1,5.45298175,,,,,0.071,,,,5403.0,0.9,0.81,1.58,,3
3461,Kepler-1131,b,[Fe/H],Transit,1,3.53232449,,,,,0.142,,,,5851.0,1.03,1.04,4.17,,3
3462,Kepler-1249,b,[Fe/H],Transit,1,24.3347127,,,,,0.212,,,,6202.0,1.19,1.28,2.82,,3
3463,Kepler-1250,b,[Fe/H],Transit,1,2.60754383,,,,,0.171,,,,5717.0,0.99,0.98,4.57,,3
3464,Kepler-1251,b,[Fe/H],Transit,1,45.0904643,,,,,0.164,,,,5545.0,0.92,0.89,4.79,,3
3465,Kepler-1252,b,[Fe/H],Transit,1,15.0540329,,,,,0.149,,,,5949.0,1.06,1.09,3.89,,3
3466,Kepler-1253,b,[Fe/H],Transit,1,68.8861915,,,,,0.119,,,,5850.0,0.97,1.1,7.08,,3
3467,Kepler-1254,b,[Fe/H],Transit,3,9.99113313,,,,,0.138,,,,4985.0,0.78,0.75,5.62,,3
3468,Kepler-1254,c,[Fe/H],Transit,3,3.60084276,,,,,0.116,,,,4985.0,0.78,0.75,5.62,,3
3469,Kepler-1254,d,[Fe/H],Transit,3,5.72717226,,,,,0.117,,,,4985.0,0.78,0.75,5.62,,3
3470,Kepler-895,b,[Fe/H],Transit,1,2.80624233,,,,,0.137,,,,4315.0,0.65,0.61,2.63,,3
3471,Kepler-896,b,[Fe/H],Transit,1,144.547396,,,,,0.226,,,,5262.0,0.84,0.81,5.01,,3
3472,Kepler-897,b,[Fe/H],Transit,1,8.0472642,,,,,0.213,,,,5839.0,1.03,1.04,4.37,,3
3473,Kepler-898,b,[Fe/H],Transit,1,5.8706191,,,,,0.133,,,,4223.0,0.65,0.62,3.98,,3
3474,Kepler-899,b,[Fe/H],Transit,1,19.17891293,,,,,0.239,,,,5595.0,0.93,0.91,4.07,,3
3475,Kepler-900,b,[Fe/H],Transit,1,6.9913086,,,,,0.186,,,,4836.0,0.78,0.73,4.57,,3
3476,Kepler-901,b,[Fe/H],Transit,1,3.51749439,,,,,0.122,,,,4184.0,0.59,0.57,3.8,,3
3477,Kepler-902,b,[Fe/H],Transit,1,40.1099547,,,,,0.227,,,,5647.0,0.95,0.93,4.37,,3
3478,Kepler-1014,b,[Fe/H],Transit,1,16.57110363,,,,,0.213,,,,5388.0,0.88,0.84,4.79,,3
3479,Kepler-1015,b,[Fe/H],Transit,1,16.00494214,,,,,0.317,,,,6769.0,1.49,1.81,1.58,,3
3480,Kepler-1016,b,[Fe/H],Transit,2,1.95452434,,,,,0.194,,,,5821.0,0.99,1.0,3.89,,3
3481,Kepler-1016,c,[Fe/H],Transit,2,105.6551369,,,,,0.328,,,,5821.0,0.99,1.0,3.89,,3
3482,Kepler-1017,b,[Fe/H],Transit,1,7.23400469,,,,,0.178,,,,5473.0,0.93,0.87,2.95,,3
3483,Kepler-1018,b,[Fe/H],Transit,1,49.1013514,,,,,0.23,,,,5518.0,0.91,0.88,4.47,,3
3484,Kepler-1019,b,[Fe/H],Transit,1,1.41122985,,,,,0.13,,,,4433.0,0.7,0.67,3.55,,3
3485,Kepler-1020,b,[Fe/H],Transit,1,96.9151496,,,,,0.203,,,,5227.0,0.87,0.8,3.63,,3
3486,Kepler-1132,b,[Fe/H],Transit,1,62.8916228,,,,,0.21,,,,5298.0,0.87,0.83,4.57,,3
3487,Kepler-1133,b,[Fe/H],Transit,1,11.55562343,,,,,0.176,,,,5569.0,0.93,0.9,4.07,,3
3488,Kepler-1134,b,[Fe/H],Transit,1,17.13263989,,,,,0.236,,,,5281.0,0.84,0.81,4.9,,3
3489,Kepler-1135,b,[Fe/H],Transit,1,76.957857,,,,,0.165,,,,5656.0,0.96,0.94,4.47,,3
3490,Kepler-1136,b,[Fe/H],Transit,1,2.36172433,,,,,0.146,,,,4512.0,0.72,0.68,3.24,,3
3491,Kepler-1137,b,[Fe/H],Transit,1,23.9210791,,,,,0.196,,,,6807.0,1.5,1.84,1.58,,3
3492,Kepler-1138,b,[Fe/H],Transit,1,3.17060005,,,,,0.152,,,,5582.0,0.95,0.92,4.37,,3
3493,Kepler-1139,b,[Fe/H],Transit,1,0.81316672,,,,,0.106,,,,5550.0,0.94,0.91,4.47,,3
3494,Kepler-1255,b,[Fe/H],Transit,1,36.2919336,,,,,0.207,,,,6018.0,1.08,1.12,3.55,,3
3495,Kepler-1256,b,[Fe/H],Transit,1,12.4127754,,,,,0.133,,,,6129.0,1.17,1.36,3.72,,3
3496,Kepler-1257,b,[Fe/H],Transit,1,2.66831376,,,,,0.136,,,,5502.0,0.9,0.87,4.37,,3
3497,Kepler-1258,b,[Fe/H],Transit,1,0.98494017,,,,,0.077,,,,5839.0,0.99,0.99,3.89,,3
3498,Kepler-1259,b,[Fe/H],Transit,1,0.66308526,,,,,0.128,,,,5053.0,0.8,0.77,5.25,,3
3499,Kepler-1260,b,[Fe/H],Transit,1,19.1187753,,,,,0.158,,,,5961.0,1.06,1.08,3.8,,3
3500,Kepler-1261,b,[Fe/H],Transit,1,48.4308991,,,,,0.202,,,,5006.0,0.82,0.77,4.47,,3
3501,Kepler-1262,b,[Fe/H],Transit,1,8.67900242,,,,,0.162,,,,5771.0,0.99,0.98,4.27,,3
3502,Kepler-903,b,[Fe/H],Transit,2,10.3507721,,,,,0.179,,,,5682.0,0.98,0.97,4.79,,3
3503,Kepler-903,c,[Fe/H],Transit,2,62.9228557,,,,,0.226,,,,5682.0,0.98,0.97,4.79,,3
3504,Kepler-904,b,[Fe/H],Transit,1,3.02166863,,,,,0.158,,,,6160.0,1.16,1.25,3.02,,3
3505,Kepler-905,b,[Fe/H],Transit,1,5.08274652,,,,,0.126,,,,5461.0,0.95,0.86,1.66,,3
3506,Kepler-906,b,[Fe/H],Transit,1,41.6979976,,,,,0.188,,,,6035.0,1.06,1.02,1.86,,3
3507,Kepler-907,b,[Fe/H],Transit,1,15.86621821,,,,,0.107,,,,6106.0,1.08,1.38,5.37,,3
3508,Kepler-908,b,[Fe/H],Transit,1,1.34059747,,,,,0.109,,,,5973.0,1.11,1.12,3.02,,3
3509,Kepler-909,b,[Fe/H],Transit,1,13.93290318,,,,,0.131,,,,6154.0,1.17,1.23,2.88,,3
3510,Kepler-1021,b,[Fe/H],Transit,1,13.47469571,,,,,0.208,,,,5431.0,0.89,0.86,4.68,,3
3511,Kepler-1022,b,[Fe/H],Transit,1,10.99469878,,,,,0.211,,,,4445.0,0.71,0.68,3.63,,3
3512,Kepler-1023,b,[Fe/H],Transit,1,62.1387714,,,,,0.235,,,,5494.0,0.93,0.89,4.47,,3
3513,Kepler-1024,b,[Fe/H],Transit,1,66.4162133,,,,,0.349,,,,5143.0,0.81,0.78,5.25,,3
3514,Kepler-1025,b,[Fe/H],Transit,1,37.3229493,,,,,0.177,,,,6089.0,1.09,1.13,3.31,,3
3515,Kepler-342,e,[Fe/H],Transit,4,1.64422461,,,,,0.079,,,,6366.0,1.26,1.34,2.04,,3
3516,Kepler-1026,b,[Fe/H],Transit,1,36.5156053,,,,,0.197,,,,4948.0,0.79,0.75,4.57,,3
3517,Kepler-1027,b,[Fe/H],Transit,1,1.9078052,,,,,0.079,,,,5436.0,0.91,0.82,1.41,,3
3518,Kepler-1140,b,[Fe/H],Transit,1,24.0862707,,,,,0.247,,,,4850.0,0.76,0.73,5.01,,3
3519,Kepler-1141,b,[Fe/H],Transit,1,2.34451194,,,,,0.073,,,,5791.0,1.01,1.07,6.17,,3
3520,Kepler-1142,b,[Fe/H],Transit,1,18.3027248,,,,,0.131,,,,5685.0,0.97,0.96,5.37,,3
3521,Kepler-1143,b,[Fe/H],Transit,2,2.88890485,,,,,0.149,,,,5053.0,0.81,0.77,4.79,,3
3522,Kepler-1143,c,[Fe/H],Transit,2,210.630591,,,,,0.321,,,,5053.0,0.81,0.77,4.79,,3
3523,Kepler-1144,b,[Fe/H],Transit,1,17.14647302,,,,,0.178,,,,5753.0,0.98,0.96,3.98,,3
3524,Kepler-1145,b,[Fe/H],Transit,1,3.97076766,,,,,0.125,,,,5064.0,0.79,0.75,4.79,,3
3525,Kepler-1146,b,[Fe/H],Transit,1,2.3522658,,,,,0.11,,,,4692.0,0.74,0.7,4.9,,3
3526,Kepler-1263,b,[Fe/H],Transit,1,4.55139967,,,,,0.102,,,,5213.0,0.84,0.8,4.9,,3
3527,Kepler-1264,b,[Fe/H],Transit,1,0.96852602,,,,,0.105,,,,5791.0,0.99,0.98,4.17,,3
3528,Kepler-1265,b,[Fe/H],Transit,1,6.49441289,,,,,0.12,,,,4630.0,0.71,0.69,5.25,,3
3529,Kepler-1266,b,[Fe/H],Transit,1,28.474748,,,,,0.23,,,,5044.0,0.8,0.76,5.13,,3
3530,Kepler-1267,b,[Fe/H],Transit,1,13.0313945,,,,,0.269,,,,6096.0,1.15,1.2,3.24,,3
3531,Kepler-1268,b,[Fe/H],Transit,1,40.9903986,,,,,0.181,,,,5904.0,1.06,1.09,4.27,,3
3532,Kepler-436,c,[Fe/H],Transit,2,16.79713874,,,,,0.208,,,,4685.0,0.75,0.71,4.07,,3
