,mpl_hostname,mpl_letter,mst_metratio,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_massj,mpl_radj,mpl_dens,mpl_eqt,mpl_insol,mst_teff,mst_mass,mst_rad,mst_age,mst_lum,mpl_status
924,K2-247,c,[Fe/H],Transit,2,6.49424,0.0615,,,,0.195,,688.0,,4667.0,0.74,0.69,,,3
925,K2-224,b,[Fe/H],Transit,2,4.47904,0.0516,,,,0.139,,1002.0,,5620.0,0.91,0.84,,,3
926,K2-224,c,[Fe/H],Transit,2,10.09489,0.0886,,,,0.215,,764.0,,5620.0,0.91,0.84,,,3
927,K2-131,b,[Fe/H],Transit,1,0.36931,0.0095,,,,0.152,,2062.0,,5245.0,0.84,0.75,,,3
928,K2-225,b,[Fe/H],Transit,1,15.87209,0.134,,,,0.311,,902.0,,5742.0,1.27,1.7,,,3
929,K2-140,b,[Fe/H],Transit,1,6.56918,0.0687,,,,1.093,,957.0,,5705.0,1.0,0.99,,,3
930,K2-226,b,[Fe/H],Transit,1,3.27108,0.0413,,,,0.137,,1120.0,,5424.0,0.88,0.91,,,3
931,K2-248,b,[Fe/H],Transit,1,7.17256,0.0699,,,,0.229,,886.0,,5528.0,0.88,0.92,,,3
932,K2-72,b,,Transit,4,5.577212,0.04,0.11,89.15,,0.096,,,8.5,3360.47,0.2714,0.33,,,3
933,K2-72,c,,Transit,4,15.189034,0.078,0.11,89.54,,0.103,,,2.2,3360.47,0.2714,0.33,,,3
934,K2-72,d,,Transit,4,7.760178,0.05,0.11,89.26,,0.09,,,5.4,3360.47,0.2714,0.33,,,3
935,K2-72,e,,Transit,4,24.158868,0.106,0.11,89.68,,0.115,,,1.2,3360.47,0.2714,0.33,,,3
936,K2-81,b,,Transit,1,6.102325,0.059,0.06,89.29,,0.176,,,62.9,4674.13,0.7453,0.63,,,3
937,HD 50499,b,[Fe/H],Radial Velocity,2,2447.1,3.833,0.266,,,,,,,6102.0,1.253,1.35,2.391,,3
938,HD 66428,b,[Fe/H],Radial Velocity,1,2263.12,3.467,0.493,,,,,,,5773.0,1.083,1.1,3.515,,3
939,HD 70642,b,[Fe/H],Radial Velocity,1,2124.54,3.318,0.175,,,,,,,5732.0,1.078,0.98,0.919,,3
940,HD 73267,b,[Fe/H],Radial Velocity,1,1245.36,2.187,0.23,,,,,,,5387.0,0.897,0.91,8.14,,3
941,HD 114729,b,[Fe/H],Radial Velocity,1,1121.79,2.067,0.079,,,,,,,5844.0,0.936,1.47,10.116,,3
942,HD 117207,b,[Fe/H],Radial Velocity,1,2621.75,3.787,0.157,,,,,,,5732.0,1.053,1.07,4.192,,3
943,HD 126525,b,[Fe/H],Radial Velocity,1,960.41,1.837,0.035,,,,,,,5638.0,0.897,0.98,9.67,,3
944,HD 143361,b,[Fe/H],Radial Velocity,1,1039.15,1.988,0.197,,,,,,,5507.0,0.968,0.92,2.942,,3
945,HD 152079,b,[Fe/H],Radial Velocity,1,2918.92,4.187,0.532,,,,,,,5907.0,1.147,1.13,1.622,,3
946,HD 187085,b,[Fe/H],Radial Velocity,1,1019.74,2.1,0.251,,,,,,,6117.0,1.189,1.27,2.747,,3
947,HD 190647,b,[Fe/H],Radial Velocity,1,1176.45,2.231,0.224,,,,,,,5656.0,1.069,1.38,7.957,,3
948,HD 216437,b,[Fe/H],Radial Velocity,1,1334.28,2.497,0.317,,,,,,,5909.0,1.165,1.39,4.75,,3
949,HD 220689,b,[Fe/H],Radial Velocity,1,2266.4,3.396,0.054,,,,,,,5921.0,1.016,1.07,4.586,,3
950,HIP 79098 AB,b,,Imaging,1,,345.0,,,20.5,,,2450.0,,,3.75,,0.01,,3
951,Kepler-411,b,,Transit,4,3.005156,0.0375,0.146,87.4,0.08055,0.214,10.3,1138.0,,,0.87,0.82,0.212,,3
952,Kepler-411,c,,Transit,4,7.834435,0.0739,0.108,88.61,0.08306,0.394,1.7,838.0,,,0.87,0.82,0.212,,3
953,Kepler-411,d,,Transit,4,58.02035,0.279,0.128,89.43,0.04782,0.296,2.3,410.0,,,0.87,0.82,0.212,,3
954,Kepler-411,e,,Transit Timing Variations,4,31.509728,0.186,0.016,88.04,0.03398,,,503.0,,,0.87,0.82,0.212,,3
955,DS Tuc A,b,,Transit,1,8.138268,,0.0,89.5,,0.509,,850.0,,5428.0,1.01,0.96,0.045,-0.14,3
956,OGLE-2018-BLG-0596L,b,,Microlensing,1,,0.97,,,0.04383,,,,,,0.231,,,,3
957,DE CVn,b,,Eclipse Timing Variations,1,4098.1,5.75,0.0,86.0,,,,,,,0.51,,,,3
958,OGLE-2015-BLG-1670L,b,,Microlensing,1,,2.62,,,0.05632,,,,,,0.55,,,,3
959,HAT-P-9,b,[Fe/H],Transit,1,3.92281072,0.05287,0.084,86.44,0.749,1.393,0.342,1540.0,931.0,6350.0,1.281,1.34,,0.418,3
960,HAT-P-32,b,[Fe/H],Transit,1,2.1500082,0.03397,0.159,88.98,0.68,1.98,0.108,1836.0,1841.0,6001.0,1.132,1.37,,0.338,3
961,Kepler-47,d,,Transit,3,187.366,0.6992,0.024,90.395,0.05984,0.628,0.3,,,,0.957,0.94,,,3
962,Kepler-47,b,,Transit,3,49.4643,0.2877,0.021,89.752,0.00651,0.272,0.4,,,,0.957,0.94,,,3
963,Kepler-47,c,,Transit,3,303.227,0.9638,0.044,90.192,0.00997,0.415,0.17,,,,0.957,0.94,,,3
964,HATS-24,b,[Fe/H],Transit,1,1.3484978,0.0238,0.0,85.97,2.26,1.395,1.03,2166.0,,6125.0,1.07,1.12,3.7,0.19,3
965,Kepler-107,b,[Fe/H],Transit,4,3.1800218,0.04544,0.0,89.05,0.01104,0.137,5.3,1593.0,,5854.0,1.238,1.45,4.29,,3
966,Kepler-107,c,[Fe/H],Transit,4,4.901452,0.06064,0.0,89.49,0.02954,0.142,12.65,1379.0,,5854.0,1.238,1.45,4.29,,3
967,Kepler-107,d,[Fe/H],Transit,4,7.95839,0.08377,0.0,87.55,0.01196,0.077,33.1,1173.0,,5854.0,1.238,1.45,4.29,,3
968,Kepler-107,e,[Fe/H],Transit,4,14.749143,0.12639,0.0,89.67,0.02706,0.259,2.0,955.0,,5854.0,1.238,1.45,4.29,,3
969,Kepler-9,b,[Fe/H],Transit,3,19.23891,0.143,0.0609,88.982,0.13655,0.74,0.42,,,5774.0,1.022,0.96,2.0,-0.038,3
970,GJ 143,b,[Fe/H],Transit,2,35.61253,0.1915,0.188,89.33,0.07142,0.233,7.0,422.0,,4640.0,0.73,0.69,3.8,-0.686,3
971,GJ 143,c,[Fe/H],Transit,2,7.78993,0.0695,,88.9,0.01164,0.08,31.93,701.0,,4640.0,0.73,0.69,3.8,-0.686,3
972,Qatar-8,b,[Fe/H],Transit,1,3.71495,0.0474,0.0,89.29,0.371,1.285,0.216,1457.0,,5738.0,1.029,1.31,8.3,0.228,3
973,Qatar-9,b,[Fe/H],Transit,1,1.540731,0.0234,0.0,89.23,1.19,1.009,1.43,1134.0,,4309.0,0.719,0.7,7.5,-0.821,3
974,Qatar-10,b,[Fe/H],Transit,1,1.645321,0.0286,0.0,85.87,0.736,1.543,0.248,1955.0,,6124.0,1.156,1.25,3.2,0.3,3
975,TOI-216,b,[M/H],Transit,2,17.089,0.1293,0.132,88.364,0.09439,0.686,0.34,628.0,25.9,5026.0,0.874,0.84,,,3
976,Kepler-9,c,[Fe/H],Transit,3,38.9853,0.227,0.06691,89.188,0.09408,0.721,0.31,,,5774.0,1.022,0.96,2.0,-0.038,3
977,51 Eri,b,,Imaging,1,11688.0,12.0,0.45,133.0,,,,,,,,,,,3
978,WASP-33,b,,Transit,1,1.21987,0.0239,,86.63,2.093,1.593,0.689,2782.0,,7430.0,1.495,1.44,,,3
979,WASP-50,b,,Transit,1,1.9551,0.0293,,84.88,1.4688,1.166,1.325,1395.0,,5400.0,0.892,0.84,,,3
980,WASP-12,b,,Transit,1,1.09142,0.0232,,83.52,1.465,1.937,0.267,2593.0,,6360.0,1.434,1.66,,,3
981,HATS-18,b,,Transit,1,0.83784,0.0174,,85.29,1.9795,1.329,1.1169,2069.0,,5600.0,1.037,1.02,,,3
982,HAT-P-36,b,,Transit,1,1.32734683,0.0241,,87.13,1.8482,1.277,1.175,1781.0,,5620.0,1.03,1.04,,,3
983,EPIC 248847494,b,[Fe/H],Transit,1,3650.0,4.5,0.0,89.87,13.0,1.11,,183.0,0.19,4898.0,0.9,2.7,,,3
984,EPIC 212737443,b,[Fe/H],Transit,2,13.603,0.098,0.2,89.071,,0.231,,536.0,,4684.0,0.69,0.67,,,3
985,EPIC 212737443,c,[Fe/H],Transit,2,65.55,0.28,0.2,89.63,,0.24,,316.0,,4684.0,0.69,0.67,,,3
986,TOI-216,c,[M/H],Transit,2,34.556,0.2069,0.029,89.83,0.62927,1.007,0.76,497.0,10.1,5026.0,0.874,0.84,,,3
987,HD 221420,b,[Fe/H],Radial Velocity,1,22482.0,18.5,0.42,,,,,,,5830.0,1.67,,,,3
988,NGTS-5,b,[Fe/H],Transit,1,3.3569866,0.0382,0.0,86.6,0.229,1.136,,952.0,,4987.0,0.661,0.74,,,3
989,HD 210193,b,,Radial Velocity,1,649.918,1.487,0.24,,,,,,,5790.0,1.04,,,,3
990,HD 211970,b,,Radial Velocity,1,25.201,0.143,0.15,,,,,,,4127.0,0.61,,,,3
991,HD 39855,b,,Radial Velocity,1,3.2498,0.041,0.14,,,,,,,5576.0,0.87,,,,3
992,HIP 35173,b,,Radial Velocity,1,41.516,0.217,0.16,,,,,,,4881.0,0.79,,,,3
993,HD 102843,b,,Radial Velocity,1,3090.942,4.074,0.11,,,,,,,5436.0,0.95,,,,3
994,HD 103949,b,,Radial Velocity,1,120.878,0.439,0.19,,,,,,,4792.0,0.77,,,,3
995,HD 206255,b,,Radial Velocity,1,96.045,0.461,0.23,,,,,,,5635.0,1.42,,,,3
996,KMT-2017-BLG-0165L,b,,Microlensing,1,,3.45,,,0.10698,,,,,,0.76,,,,3
997,WASP-166,b,[Fe/H],Transit,1,5.44354,0.0641,0.0,88.0,0.101,0.63,0.54,1270.0,440.0,6050.0,1.19,1.22,2.1,,3
998,HD 106315,b,[Fe/H],Transit,2,9.55237,0.0907,0.093,87.54,0.03964,0.218,4.7,1153.0,,6327.0,1.091,1.3,4.48,,3
999,HD 106315,c,[Fe/H],Transit,2,21.05704,0.1536,0.22,88.61,0.04782,0.388,1.01,886.0,,6327.0,1.091,1.3,4.48,,3
1000,Kepler-82,b,,Transit,5,26.44,0.1683,0.0033,89.052,0.03823,0.363,0.98,,,,0.91,0.9,,,3
1001,Kepler-82,c,,Transit,5,51.54,0.2626,0.007,90.15,0.04373,0.476,0.494,,,,0.91,0.9,,,3
1002,Kepler-82,f,,Transit Timing Variations,5,75.732,0.3395,0.0014,86.3,0.06576,,,,,,0.91,0.9,,,3
1003,HR 858,b,[Fe/H],Transit,3,3.58599,0.048,0.3,85.5,,0.186,,1572.0,989.7,6201.0,1.145,1.31,,0.371,3
1004,HD 21411,b,,Radial Velocity,1,84.288,0.362,0.4,,,,,,,5605.0,0.89,,,,3
1005,HD 64114,b,,Radial Velocity,1,45.791,0.246,0.12,,,,,,,5676.0,0.95,,,,3
1006,HD 8326,b,,Radial Velocity,1,158.991,0.533,0.2,,,,,,,4914.0,0.8,,,,3
1007,HD 164604,b,,Radial Velocity,1,641.472,1.331,0.35,,,,,,,4684.0,0.77,,,,3
1008,HIP 54373,b,,Radial Velocity,2,7.76,0.063,0.2,,,,,,,4021.0,0.57,,,,3
1009,HIP 54373,c,,Radial Velocity,2,15.144,0.099,0.2,,,,,,,4021.0,0.57,,,,3
1010,HD 24085,b,,Radial Velocity,1,2.0455,0.034,0.22,,,,,,,6034.0,1.22,,,,3
1011,HIP 71135,b,,Radial Velocity,1,87.19,0.335,0.21,,,,,,,4146.0,0.66,,,,3
1012,HD 15337,b,[Fe/H],Transit,2,4.75615,0.0522,0.09,88.5,0.02363,0.146,9.3,1001.0,,5125.0,0.9,0.86,5.1,,3
1013,HD 15337,c,[Fe/H],Transit,2,17.1784,0.1268,0.05,88.5,0.02552,0.213,3.23,642.0,,5125.0,0.9,0.86,5.1,,3
1014,NGTS-4,b,[M/H],Transit,1,1.3373508,0.019,0.0,82.5,0.06481,0.284,3.45,1650.0,,5143.0,0.75,0.84,,,3
1015,K2-295,b,[Fe/H],Transit,1,4.024867,0.0451,0.0,89.3,0.335,0.897,0.612,852.0,,4444.0,0.74,0.7,,,3
1016,GJ 357,b,[Fe/H],Transit,3,3.93072,0.035,,89.12,0.00579,0.109,5.6,525.0,12.6,3505.0,0.342,0.34,,-1.798,3
1017,GJ 357,c,[Fe/H],Radial Velocity,3,9.1247,0.061,,,,,,401.0,4.45,3505.0,0.342,0.34,,-1.798,3
1018,GJ 357,d,[Fe/H],Radial Velocity,3,55.661,0.204,,,,,,220.0,0.38,3505.0,0.342,0.34,,-1.798,3
1019,K2-43,b,,Transit,2,3.471149,,,89.6,,0.402,,939.0,,3840.6,0.571,0.54,,,3
1020,K2-43,c,,Transit,2,2.198884,,,89.26,,0.216,,1094.0,,3840.6,0.571,0.54,,,3
1021,K2-168,b,,Transit,2,15.8523,,,89.4,,0.166,,766.0,,5502.7,0.877,0.83,,,3
1022,K2-168,c,,Transit,2,8.050722,,,89.81,,0.117,,961.0,,5502.7,0.877,0.83,,,3
1023,K2-237,b,[Fe/H],Transit,1,2.1805577,0.0353,0.0,84.6,1.236,1.642,0.37,1838.0,,6099.0,1.23,1.38,,,3
1024,K2-133,b,,Transit,4,3.07133,0.03194,,87.6,,0.12,,,,3655.0,0.461,0.46,,-1.479,3
1025,K2-133,c,,Transit,4,4.86784,0.04341,,88.21,,0.143,,,,3655.0,0.461,0.46,,-1.479,3
1026,K2-133,d,,Transit,4,11.02454,0.07487,,89.4,,0.179,,,,3655.0,0.461,0.46,,-1.479,3
1027,K2-133,e,,Transit,4,26.5841,0.1346,,89.164,,0.154,,296.0,1.8,3655.0,0.461,0.46,,-1.479,3
1028,HAT-P-69,b,[Fe/H],Transit,1,4.7869491,0.06555,0.0,87.19,3.58,1.676,1.02,1930.0,,7394.0,1.648,1.93,1.27,1.0,3
1029,HAT-P-70,b,[Fe/H],Transit,1,2.74432452,0.04739,0.0,96.5,6.78,1.87,1.54,2562.0,,8450.0,1.89,1.86,0.6,1.223,3
1030,K2-32,b,,Transit,4,8.991828,0.08035,,,,0.443,,,,,0.856,0.84,,,3
1031,K2-32,c,,Transit,4,20.66186,0.1399,,,,0.244,,,,,0.856,0.84,,,3
1032,K2-32,d,,Transit,4,31.7142,0.1862,,,,0.292,,,,,0.856,0.84,,,3
1033,K2-32,e,,Transit,4,4.34882,0.04951,,,,0.09,,,,,0.856,0.84,,,3
1034,EPIC 201238110,b,,Transit,1,28.1656,,,,,0.167,,,,,0.41,,,,3
1035,EPIC 201497682,b,,Transit,1,2.13174,,,,,0.062,,,,,0.78,,,,3
1036,K2-166,c,,Transit,2,3.80464,,,,,0.109,,,,,1.073,,,,3
1037,K2-16,d,,Transit,3,2.71578,,,,,0.092,,,,,0.67,,,,3
1038,K2-50,c,,Transit,2,3.96151,,,,,0.089,,,,,0.611,,,,3
1039,EPIC 201841433,b,,Transit,1,4.16959,,,,,0.098,,,,,0.802,,,,3
1040,HR 858,c,[Fe/H],Transit,3,5.97293,0.0674,0.19,86.23,,0.173,,1326.0,512.0,6201.0,1.145,1.31,,0.371,3
1041,HR 858,d,[Fe/H],Transit,3,11.23,0.1027,0.28,87.43,,0.193,,1075.0,217.0,6201.0,1.145,1.31,,0.371,3
1042,TOI-270,b,[Fe/H],Transit,3,3.36008,0.0306,0.0,88.65,,0.111,,528.0,,3386.0,0.4,0.38,,-1.77,3
1043,TOI-270,c,[Fe/H],Transit,3,5.660172,0.0472,0.0,89.53,,0.216,,424.0,,3386.0,0.4,0.38,,-1.77,3
1044,TOI-270,d,[Fe/H],Transit,3,11.38014,0.0733,0.0,89.69,,0.19,,340.0,,3386.0,0.4,0.38,,-1.77,3
1045,EPIC 206024342,b,,Transit,1,4.50756,,,,,0.152,,,,,0.928,,,,3
1046,EPIC 206032309,b,,Transit,1,2.87814,,,,,0.09,,,,,0.221,,,,3
1047,EPIC 206042996,b,,Transit,1,5.29711,,,,,0.145,,,,,0.565,,,,3
1048,EPIC 206215704,b,,Transit,1,2.25372,,,,,0.08,,,,,0.407,,,,3
1049,EPIC 206317286,b,,Transit,1,1.58252,,,,,0.086,,,,,0.711,,,,3
1050,EPIC 212297394,b,,Transit,1,2.28943,,,,,0.118,,,,,0.829,,,,3
1051,EPIC 212424622,b,,Transit,1,18.0983,,,,,0.194,,,,,1.106,,,,3
1052,EPIC 212499991,b,,Transit,1,34.885,,,,,0.143,,,,,0.912,,,,3
1053,EPIC 212587672,b,,Transit,1,15.2841,,,,,0.1,,,,,0.95,,,,3
1054,K2-282,c,,Transit,2,0.70531,,,,,0.132,,,,,0.94,,,,3
1055,K2-198,b,,Transit,3,17.0428683,,,88.904,,0.374,,716.0,,5212.9,0.799,0.76,,,3
1056,K2-198,c,,Transit,3,3.3596055,,,86.494,,0.127,,1230.0,,5212.9,0.799,0.76,,,3
1057,K2-198,d,,Transit,3,7.4500177,,,89.86,,0.218,,943.0,,5212.9,0.799,0.76,,,3
1058,LTT 1445 A,b,[Fe/H],Transit,1,5.35882,0.03807,0.19,89.4,0.00692,0.123,4.4,433.0,,3337.0,0.256,0.28,,,3
1059,K2-146,b,,Transit,2,2.6446,,0.129,88.93,0.01816,0.183,3.69,,,3385.0,0.331,0.33,5.0,,3
1060,K2-146,c,,Transit,2,4.00498,,0.075,87.54,0.02358,0.195,3.92,,,3385.0,0.331,0.33,5.0,,3
1061,HIP 41378,b,,Transit,5,15.572098,,,88.8,,,,,,6226.0,1.168,1.34,,,3
1062,HIP 41378,c,,Transit,5,31.70648,,,87.5,,,,,,6226.0,1.168,1.34,,,3
1063,HIP 41378,d,,Transit,5,1114.0,,,89.93,,,,,,6226.0,1.168,1.34,,,3
1064,HIP 41378,e,,Transit,5,,,,89.91,,,,,,6226.0,1.168,1.34,,,3
1065,HIP 41378,f,,Transit,5,1084.0,,,89.98,,,,,,6226.0,1.168,1.34,,,3
1066,PDS 70,c,,Imaging,2,,34.5,,49.7,,,,,,,,,0.005,,3
1067,K2-308,b,[Fe/H],Transit,1,3.38628,,,88.44,,0.884,,,,6100.0,1.09,1.24,,,3
1068,Kepler-65,e,,Radial Velocity,4,258.8,,0.283,127.0,0.82,,,,,,1.248,1.44,,,3
1069,Kepler-25,b,,Transit,3,6.238297,,0.0029,92.827,0.0275,0.245,2.32,,,,1.165,1.32,,,3
1070,Kepler-25,c,,Transit,3,12.7207,,0.0061,92.764,0.0479,0.465,0.588,,,,1.165,1.32,,,3
1071,Kepler-25,d,,Radial Velocity,3,122.4,,0.13,,0.226,,,,,,1.165,1.32,,,3
1072,Kepler-68,b,,Transit,3,5.3988,,0.0,,0.02407,,,,,,,,,,3
1073,Kepler-68,c,,Transit,3,9.6051,,0.0,,0.00642,,,,,,,,,,3
1074,Kepler-68,d,,Radial Velocity,3,634.6,,0.112,,,,,,,,,,,,3
1075,HD 2685,b,[Fe/H],Transit,1,4.12688,0.0568,0.091,89.252,1.17,1.44,,2061.0,,6801.0,1.43,1.56,1.31,0.668,3
1076,Gl 49,b,[Fe/H],Radial Velocity,1,13.8508,0.0905,0.363,,,,,,,3805.0,0.515,0.51,,-1.306,3
1077,KELT-23 A,b,[Fe/H],Transit,1,2.255251,0.03302,0.0,85.37,0.938,1.323,0.503,1561.0,991.183,5899.0,0.944,1.0,6.4,0.034,3
1078,HD 180617,b,[Fe/H],Radial Velocity,1,105.9,0.3357,0.16,,,,,,,3557.0,0.45,0.45,,-1.487,3
1079,LSPM J2116+0234,b,[Fe/H],Radial Velocity,1,14.4399,0.0876,0.183,,,,,,,3475.0,0.43,0.43,2.0,-1.699,3
1080,Gl 686,b,[Fe/H],Radial Velocity,1,15.5314,0.0917,0.077,,,,,,,3654.0,0.426,0.43,,-1.523,3
1081,NSVS 14256825,b,,Eclipse Timing Variations,1,3225.0,3.12,0.12,,,,,,,40000.0,0.419,0.19,,,3
1082,CI Tau,b,,Radial Velocity,1,8.9891,,0.25,50.5,11.6,,,,,,0.9,,0.003,-0.108,3
1083,Teegarden's Star,b,[Fe/H],Radial Velocity,2,4.91,0.0252,0.0,,,,,,1.15,2904.0,0.089,0.11,8.0,-3.137,3
1084,Teegarden's Star,c,[Fe/H],Radial Velocity,2,11.409,0.0443,0.0,,,,,,0.37,2904.0,0.089,0.11,8.0,-3.137,3
1085,WASP-87,b,,Transit,1,1.682795,0.02946,0.0,81.07,2.18,1.385,,,,6450.0,1.204,1.63,,,3
1086,HR 8799,e,[Fe/H],Imaging,4,,16.4,0.15,25.0,10.0,1.17,,1150.0,,7400.0,,,0.03,,3
1087,HD 4208,b,[Fe/H],Radial Velocity,1,832.97,1.662,0.042,,,,,,,5717.0,0.883,0.85,3.813,,3
1088,HD 23127,b,[Fe/H],Radial Velocity,1,1211.17,2.37,0.406,,,,,,,5843.0,1.208,1.49,4.508,,3
1089,HD 25171,b,[Fe/H],Radial Velocity,1,1802.29,2.971,0.042,,,,,,,6125.0,1.076,1.23,4.802,,3
1090,HD 27631,b,[Fe/H],Radial Velocity,1,2198.14,3.242,0.141,,,,,,,5737.0,0.944,0.92,4.01,,3
1091,HD 30177,b,[Fe/H],Radial Velocity,2,2527.83,3.704,0.162,,,,,,,5607.0,1.053,1.02,2.525,,3
1092,HD 38801,b,[Fe/H],Radial Velocity,1,685.25,1.623,0.017,,,,,,,5338.0,1.207,2.03,6.072,,3
1093,HD 48265,b,[Fe/H],Radial Velocity,1,778.51,1.814,0.211,,,,,,,5733.0,1.312,1.9,4.201,,3
1094,HD 32518,b,[Fe/H],Radial Velocity,1,157.54,0.59,0.01,,,,,,,4580.0,1.13,10.22,5.83,,3
1095,HD 40307,b,[Fe/H],Radial Velocity,5,4.3123,0.0468,0.2,,,,,,,4956.0,0.77,,4.5,-0.639,3
1096,Kepler-166,c,,Transit,3,34.260281,0.195,,,,0.212,,,,5413.0,,0.74,,,3
1097,Kepler-168,b,,Transit,2,4.425391,0.056,,,,0.13,,,,6282.0,,1.11,,,3
1098,Kepler-168,c,,Transit,2,13.193242,0.116,,,,0.24,,,,6282.0,,1.11,,,3
1099,Kepler-169,b,,Transit,5,3.250619,0.04,,,,0.101,,,,4997.0,,0.76,,,3
1100,Kepler-169,c,,Transit,5,6.195469,0.062,,,,0.108,,,,4997.0,,0.76,,,3
1101,Kepler-169,d,,Transit,5,8.348125,0.075,,,,0.112,,,,4997.0,,0.76,,,3
1102,Kepler-169,e,,Transit,5,13.767102,0.105,,,,0.196,,,,4997.0,,0.76,,,3
1103,Kepler-169,f,,Transit,5,87.090195,0.359,,,,0.23,,,,4997.0,,0.76,,,3
1104,Kepler-17,b,,Transit,1,1.4857108,0.02591,0.011,87.2,2.45,1.31,1.35,1570.0,,,,,,,3
1105,Kepler-170,b,,Transit,2,7.930592,0.08,,,,0.285,,,,5679.0,,1.03,,,3
1106,Kepler-170,c,,Transit,2,16.665863,0.131,,,,0.255,,,,5679.0,,1.03,,,3
1107,Kepler-171,b,,Transit,3,4.166972,0.05,,,,0.209,,,,5642.0,,0.84,,,3
1108,Kepler-171,c,,Transit,3,11.463462,0.098,,,,0.228,,,,5642.0,,0.84,,,3
1109,Kepler-171,d,,Transit,3,39.595519,0.223,,,,0.169,,,,5642.0,,0.84,,,3
1110,Kepler-172,b,,Transit,4,2.940309,0.04,,,,0.21,,,,5526.0,,1.08,,,3
1111,Kepler-172,c,,Transit,4,6.388996,0.068,,,,0.255,,,,5526.0,,1.08,,,3
1112,Kepler-172,d,,Transit,4,14.627119,0.118,,,,0.201,,,,5526.0,,1.08,,,3
1113,Kepler-172,e,,Transit,4,35.118736,0.211,,,,0.246,,,,5526.0,,1.08,,,3
1114,Kepler-173,b,,Transit,2,4.263742,0.048,,,,0.115,,,,6031.0,,0.95,,,3
1115,Kepler-173,c,,Transit,2,8.005777,0.074,,,,0.217,,,,6031.0,,0.95,,,3
1116,Kepler-174,b,,Transit,3,13.98179,0.1,,,,0.175,,,,4880.0,,0.62,,,3
1117,Kepler-286,d,,Transit,4,5.914323,0.061,,,,0.119,,,,5580.0,,0.86,,,3
1118,Kepler-286,e,,Transit,4,29.221289,0.176,,,,0.158,,,,5580.0,,0.86,,,3
1119,Kepler-287,b,,Transit,2,20.342199,0.145,,,,0.208,,,,5806.0,,1.03,,,3
1120,Kepler-287,c,,Transit,2,44.851896,0.246,,,,0.291,,,,5806.0,,1.03,,,3
1121,Kepler-288,b,,Transit,3,6.097326,0.065,,,,0.149,,,,5918.0,,1.09,,,3
1122,Kepler-288,c,,Transit,3,19.305772,0.14,,,,0.254,,,,5918.0,,1.09,,,3
1123,Kepler-288,d,,Transit,3,56.633742,0.287,,,,0.238,,,,5918.0,,1.09,,,3
1124,Kepler-290,b,,Transit,2,14.589347,0.11,,,,0.201,,,,5147.0,,0.74,,,3
1125,Kepler-290,c,,Transit,2,36.77031,0.205,,,,0.241,,,,5147.0,,0.74,,,3
1126,Kepler-291,b,,Transit,2,3.546511,0.047,,,,0.193,,,,6002.0,,1.02,,,3
1127,Kepler-291,c,,Transit,2,5.700786,0.065,,,,0.168,,,,6002.0,,1.02,,,3
1128,Kepler-292,b,,Transit,5,2.580827,0.035,,,,0.118,,,,5299.0,,0.83,,,3
1129,Kepler-292,c,,Transit,5,3.715335,0.045,,,,0.131,,,,5299.0,,0.83,,,3
1130,Kepler-292,d,,Transit,5,7.055679,0.068,,,,0.199,,,,5299.0,,0.83,,,3
1131,Kepler-292,e,,Transit,5,11.97901,0.097,,,,0.238,,,,5299.0,,0.83,,,3
1132,Kepler-292,f,,Transit,5,20.834237,0.141,,,,0.21,,,,5299.0,,0.83,,,3
1133,Kepler-293,b,,Transit,2,19.254196,0.144,,,,0.274,,,,5804.0,,0.96,,,3
1134,Kepler-293,c,,Transit,2,54.155743,0.286,,,,0.342,,,,5804.0,,0.96,,,3
1135,Kepler-294,b,,Transit,2,3.701212,0.048,,,,0.158,,,,5913.0,,0.98,,,3
1136,Kepler-294,c,,Transit,2,6.6264,0.071,,,,0.242,,,,5913.0,,0.98,,,3
1137,GJ 667 C,e,[Fe/H],Radial Velocity,5,62.24,0.213,0.02,,,,,,,3350.0,0.33,,2.0,-1.863,3
1138,GJ 667 C,f,[Fe/H],Radial Velocity,5,39.026,0.156,0.03,,,,,,,3350.0,0.33,,2.0,-1.863,3
1139,GJ 667 C,g,[Fe/H],Radial Velocity,5,256.2,0.549,0.08,,,,,,,3350.0,0.33,,2.0,-1.863,3
1140,GJ 674,b,[Fe/H],Radial Velocity,1,4.6938,0.039,0.2,,,,,,,3600.0,0.35,,0.55,-1.796,3
1141,GQ Lup,b,,Imaging,1,,100.0,,,20.0,3.0,,2650.0,,,,,,,3
1142,GU Psc,b,[Fe/H],Imaging,1,,2000.0,,,11.3,1.265,,1050.0,,,0.325,,0.1,,3
1143,GJ 179,b,[Fe/H],Radial Velocity,1,2288.0,2.41,0.21,,,,,,,3370.0,0.357,0.38,,-1.796,3
1144,HD 40307,c,[Fe/H],Radial Velocity,5,9.6184,0.0799,0.06,,,,,,,4956.0,0.77,,4.5,-0.639,3
1145,HD 40307,d,[Fe/H],Radial Velocity,5,20.432,0.1321,0.07,,,,,,,4956.0,0.77,,4.5,-0.639,3
1146,HD 40307,f,[Fe/H],Radial Velocity,5,51.76,0.247,0.02,,,,,,,4956.0,0.77,,4.5,-0.639,3
